id,lang,type
Longyiroyue,"{'en': 0, 'zh': 2}",user
Bagakuco,"{'en': 0, 'zh': 74}",user
103.135.101.62,"{'en': 0, 'zh': 2}",user
LIUs1812,"{'en': 16, 'zh': 15}",user
Kevin Smith Chen,"{'en': 0, 'zh': 2}",user
Tigerzeng,"{'en': 70, 'zh': 81}",user
176.122.156.153,"{'en': 0, 'zh': 3}",user
139.162.59.83,"{'en': 0, 'zh': 4}",user
47.56.192.93,"{'en': 0, 'zh': 2}",user
Zhishengxia,"{'en': 1, 'zh': 25}",user
122.121.54.31,"{'en': 0, 'zh': 3}",user
218.250.110.181,"{'en': 0, 'zh': 3}",user
TSN789,"{'en': 0, 'zh': 69}",user
218.250.110.135,"{'en': 0, 'zh': 2}",user
CommonsDelinker,"{'en': 97, 'zh': 88}",user
SakuragawaSara,"{'en': 8, 'zh': 46}",user
Jimmyshjj,"{'en': 73, 'zh': 62}",user
172.104.172.235,"{'en': 0, 'zh': 2}",user
118.140.62.166,"{'en': 0, 'zh': 2}",user
Happykonger,"{'en': 0, 'zh': 2}",user
Googol19980904,"{'en': 26, 'zh': 50}",user
Hjh474,"{'en': 15, 'zh': 58}",user
203.186.25.38,"{'en': 1, 'zh': 4}",user
210.3.92.210,"{'en': 68, 'zh': 93}",user
Jimmy-bot,"{'en': 0, 'zh': 97}",user
Sir Jorah Moment,"{'en': 0, 'zh': 1}",user
WhitePhosphorus-bot,"{'en': 1, 'zh': 70}",user
Kelly Hwong,"{'en': 0, 'zh': 1}",user
158.182.31.248,"{'en': 0, 'zh': 11}",user
47.244.112.170,"{'en': 0, 'zh': 2}",user
221.126.237.230,"{'en': 0, 'zh': 6}",user
42.200.115.128,"{'en': 0, 'zh': 2}",user
BakaChinatsu,"{'en': 2, 'zh': 68}",user
173.255.253.109,"{'en': 0, 'zh': 3}",user
波斯波莉斯,"{'en': 0, 'zh': 1}",user
118.140.135.14,"{'en': 31, 'zh': 18}",user
Leolokey,"{'en': 9, 'zh': 91}",user
2a02:8108:97c0:168:4425:203a:4b59:d199,"{'en': 0, 'zh': 3}",user
103.102.7.41,"{'en': 0, 'zh': 2}",user
219.76.26.41,"{'en': 0, 'zh': 2}",user
Ntuccy,"{'en': 2, 'zh': 28}",user
130.102.13.7,"{'en': 2, 'zh': 3}",user
153.120.51.24,"{'en': 0, 'zh': 4}",user
Rhxrhhrbhhrbx,"{'en': 27, 'zh': 68}",user
Hhsj,"{'en': 2, 'zh': 47}",user
刘予安,"{'en': 0, 'zh': 1}",user
2001:b400:e302:9e28:a990:c414:e76a:a044,"{'en': 0, 'zh': 3}",user
123.192.105.251,"{'en': 0, 'zh': 7}",user
张传民,"{'en': 0, 'zh': 1}",user
AINH,"{'en': 38, 'zh': 59}",user
2001:b011:7001:152a:f125:c7ab:1b2e:f26e,"{'en': 0, 'zh': 2}",user
43.229.28.104,"{'en': 0, 'zh': 4}",user
134.71.249.201,"{'en': 15, 'zh': 17}",user
Lifeingenso,"{'en': 1, 'zh': 54}",user
百战天虫,"{'en': 0, 'zh': 1}",user
脂肪酸钠,"{'en': 0, 'zh': 1}",user
203.223.18.15,"{'en': 0, 'zh': 3}",user
林劲松,"{'en': 0, 'zh': 1}",user
KSroido,"{'en': 0, 'zh': 39}",user
Martinleeming,"{'en': 4, 'zh': 64}",user
Yunner,"{'en': 37, 'zh': 49}",user
ZZyXX,"{'en': 7, 'zh': 73}",user
Tongtongood,"{'en': 0, 'zh': 14}",user
Ntlshuanghe4629,"{'en': 1, 'zh': 41}",user
Manchiu,"{'en': 59, 'zh': 56}",user
45.114.164.10,"{'en': 1, 'zh': 8}",user
Classy Melissa,"{'en': 0, 'zh': 1}",user
联合果君,"{'en': 0, 'zh': 1}",user
Flyinet,"{'en': 13, 'zh': 43}",user
CommInt'l,"{'en': 29, 'zh': 47}",user
JAK,"{'en': 51, 'zh': 33}",user
Zhangguozhen,"{'en': 1, 'zh': 34}",user
Raccoozzy,"{'en': 15, 'zh': 25}",user
Superman12345,"{'en': 1, 'zh': 24}",user
葉又嘉,"{'en': 0, 'zh': 1}",user
Davidzdh,"{'en': 33, 'zh': 78}",user
Tiouraren,"{'en': 73, 'zh': 56}",user
Iflwlou,"{'en': 92, 'zh': 18}",user
チルノ,"{'en': 0, 'zh': 1}",user
橙子木,"{'en': 0, 'zh': 1}",user
小籃子,"{'en': 0, 'zh': 1}",user
Cypp0847,"{'en': 54, 'zh': 39}",user
MNXANL,"{'en': 75, 'zh': 82}",user
堕天圣黑猫,"{'en': 0, 'zh': 1}",user
TongcyDai,"{'en': 75, 'zh': 95}",user
Xiangui,"{'en': 1, 'zh': 56}",user
周雁棠,"{'en': 0, 'zh': 1}",user
A635683851,"{'en': 4, 'zh': 27}",user
Sayorimayu,"{'en': 6, 'zh': 67}",user
34Unionist,"{'en': 10, 'zh': 27}",user
Esate,"{'en': 2, 'zh': 42}",user
社会我佩奇,"{'en': 0, 'zh': 1}",user
AegonINVICTUS,"{'en': 1, 'zh': 25}",user
Renamed user 9ff13960de57f6ee9b1a65311efbb0be,"{'en': 0, 'zh': 1}",user
Viztor,"{'en': 57, 'zh': 42}",user
Aoke1989,"{'en': 77, 'zh': 58}",user
Wwbread,"{'en': 77, 'zh': 95}",user
Es91213,"{'en': 7, 'zh': 30}",user
NHC,"{'en': 6, 'zh': 64}",user
